name,danWei,danWei2,danWei3,danWei4,des,year,durYear,money,du,leiBie,leiBie2,ff,js,kj,kj2,bb,fzr,gg,djs,ly,jisu,jisu2,buf,fm,cgxs,zsxk
基于低碳和再利用等要求的动力电池源头设计及产业化,锐意智能系统公司,极限材料科技公司,恒星数据科技公司,光谱研究大学,从原材料制备到电池工艺设计、电池制造过程控制以及应用的产业链“碳中和”低碳策略研究；制定符合国家规范的具有合理性、针对性、前瞻性、协调性的行业标准研究，从源头实现电池的标准化制造和易回收设计；开展动力电池绿色设计方法与应用研究，建立不同材料、不同结构、不同尺寸和用途的动力电池特征数据库，解决退役电池在可逆溯源、梯次利用、资源再生等方面的产业化关键技术问题。绩效指标：建设符合“碳中和”策略的动力电池绿色化设计和制造工艺行业标准；研制基于物联网技术的动力电池特征数据信息采集和分析系统数据库，实现从原料、制造、应用的全流程闭环信息管理；建设10-20万只/天的18650标准化动力电池生产示范线，普通三元电池容量≧2600mAh、寿命≧1000次，或磷酸铁锂电池容量≧2000mAh、寿命≧1500次。申报主体：企业牵头组织方式：竞争性分配建议财政补助经费：500万元以内攻关时限：3年内（十）,2018,5,200,重点项目,特殊研究,特殊研究,低碳设计方法，电池再利用策略，产业化评估,低碳电池技术，电池再利用系统，生产自动化设备,互联网,互联网四,3,杨华 18283005605,林辉 胡敏 车丹 李娜 兰丹丹 ,宇县,纳米,智能制造与高端装备,精密加工与设备,工业,十个方面十,软件平台,延期结项
生物柴油清洁生产技术攻关,未来能源研究所,新星理工大学,环境科学与技术研究所,[],针对废弃油脂生产生物柴油的过程中，需采用无机或有机液体酸作为催化剂，造成酸性废水处理难度大和甲醇回收循环利用困难，以及生物柴油在精制过程中的热量回收问题。研发废弃油脂预处理净化技术、新型固体酸催化剂、酯化工艺条件和与之相匹配的新型反应器；开发生物柴油精馏塔热量回收，产生低压蒸气，以及生物柴油副产物-植物沥青为燃料向生产供热的技术。形成清洁高效、超低排放的生物柴油连续化生产成套装备和工艺技术。,2019,4,300,一般项目,特殊研究,特殊研究,原料处理方法，生产工艺优化，排放控制策略,清洁生产技术，高效催化剂，废弃物处理系统,国家,日本,2,宋莉 13053315680,郭玉兰 ,海口县,信息,智能制造与高端装备,精密加工与设备,社发,十个方面二,学术论文,已结项
代谢性疾病诊治新技术研究,光谱研究大学,银河科学技术大学,先锋工程学院,锐意智能系统公司,申报项目应具备前期研究基础，并结合临床转化应用要求，针对糖尿病、高脂血症、肥胖、高尿酸血症等代谢性疾病及其并发症，开展集成化临床诊治新技术研究；开展个体化临床诊治和人群干预新技术、新方法研究。,2017,4,400,主要项目,使用研究,使用研究一,疾病机制研究，诊疗方案优化，长期疗效评估,基因检测技术，药物靶向治疗，远程监控系统,互联网,互联网五,1,蒋斌 18717290020,彭建军 杨丽 卢辉 程欣 李峰 ,坤县,材料,智能制造与高端装备,精密加工与设备,工业,十个方面十,发明专利,延期结项
泌尿系统疾病诊治新技术研究,量子创新研究所,智通未来技术公司,先锋工程学院,[],申报项目应具备前期研究基础，并结合临床转化应用要求，针对泌尿系结石、尿控异常、前列腺疾病、男性性功能障碍，以及糖尿病肾病、微小病变型肾病综合征、特发性膜性肾病、紫癜性肾炎等原发性/继发性肾小球疾病等泌尿系统疾病，开展早期筛查、临床诊治及人群干预新技术、新方法研究。,2019,4,400,一般项目,管理研究,管理研究五,疾病筛查方法，治疗方案优化，康复策略,先进影像技术，微创手术技术，康复设备,互联网,互联网五,3,杨丽华 15550111305,郝兰英 师秀荣 刘凤英 ,丹县,材料,智能制造与高端装备,精密加工与设备,工业,十个方面五,学术论文,已结项
耳鼻喉疾病诊治新技术研究,智通未来技术公司,[],[],[],申报项目应具备前期研究基础，并结合临床转化应用要求，针对喉神经麻痹、环杓关节病变及声带息肉、喉粘膜疾病等引起的重大嗓音疾病及各种原因引起的喉功能保留，针对儿童性耳聋、老年性耳聋、耳鸣、先天性耳畸形等不同病因引起的听力损失，开展早期诊断和治疗新技术、新方法研究。,2017,2,1000,主要项目,系统研究,系统研究九,疾病诊断方法，治疗技术优化，疗效评估,内窥镜技术，激光治疗技术，生物材料,国家,俄罗斯,3,张建华 18024332410,刘桂珍 徐佳 李华 陈艳 ,桂兰市,空间,智能制造与高端装备,精密加工与设备,社发,十个方面四,研究报告,延期结项
运动系统疾病诊治与康复新技术研究,先锋工程学院,[],[],[],申报项目应具备前期研究基础，并结合临床转化应用要求，针对椎间盘退变、骨关节炎、肌腱肌肉损伤、神经损伤、骨损伤、骨感染、骨质疏松等退行性、创伤性骨骼肌肉系统疾病，开展快速精准诊断、治疗及康复评估新技术研究。,2020,2,200,一般项目,自助,自助,疾病诊断方法，治疗技术优化，康复策略,运动功能评估系统，康复训练设备，生物力学技术,互联网,互联网九,3,张飞 15259275953,孙玉梅 张建华 ,小红县,土木,智能制造与高端装备,精密加工与设备,工业,十个方面六,学术论文,延期结项
皮肤性病与风湿免疫疾病诊治新技术研究,智通未来技术公司,量子创新研究所,[],[],申报项目应具备前期研究基础，并结合临床转化应用要求，针对变应性皮肤血管炎、银屑病、尖锐湿疣等免疫性皮肤病，以及系统性红斑狼疮、强直性脊柱炎、类风湿关节炎、痛风等风湿免疫疾病，开展中、西医临床诊断病情评估、重要并发症防治和治疗新技术、新方法研究。,2022,2,1000,重点项目,管理研究,管理研究五,疾病诊断方法，治疗技术优化，免疫调节策略,激光治疗技术，免疫检测技术，生物材料,互联网,互联网十,2,曹成 15540498433,马莹 ,丽县,生物,智能制造与高端装备,精密加工与设备,社发,十个方面七,发明专利,已结项
重大疑难疾病及中医优势病种中医药防治新技术研究,天际大学,智能机器人研究所,极限材料科技公司,生物前沿研究院,申报项目应具备前期研究基础，并结合临床转化应用要求，针对肿瘤、心脑血管病、血液病、慢性肾脏病、妇科病、脊柱与骨关节退行性病变、哮喘、抑郁症、病毒性感染等重大疑难疾病，以及中医或中西医结合治疗具有优势的疾病，开展中医药古籍医案数据经验挖掘、早期诊断、治疗的新技术、新方法研究。,2016,2,200,重点项目,系统研究,系统研究八,中医诊断方法，治疗技术优化，药效评估,中药提取技术，针灸技术，综合治疗设备,互联网,互联网一,1,李龙 18860645300,王勇 邬杨 王涛 詹岩 李兰英 ,明县,信息,医疗与民生,医药与健康技术,工业,十个方面六,研究报告,未结项
危重症疾病诊治与创伤修复新技术研究,未来能源研究所,智能机器人研究所,[],[],申报项目应具备前期研究基础，并结合临床转化应用要求，针对脓毒症、休克、重症肺炎、急性呼吸窘迫综合征、急性肾损伤、急性胰腺炎等危重症疾病，针对严重创伤和烧伤早期精准评估、高效复苏、促进创伤及创面修复和重大并发症防治的临床需求，以及糖尿病足、静脉性溃疡等造成的难愈性创面，开展评估技术、早期预警、诊断与干预、个性化治疗及疗效监测等新技术、新方法研究。,2021,6,1500,主要项目,条件研究,条件研究二,危重症管理方法，创伤修复策略，疗效评估,生命体征监测技术，微创手术设备，修复材料,互联网,互联网十,3,陈霞 15089968676,夏鑫 李桂香 周帆 ,长春县,信息,智能制造与高端装备,精密加工与设备,社发,十个方面四,学术论文,延期结项
生物安全保障与应急处置设备研发,智通未来技术公司,[],[],[],针对高致病性病原微生物菌毒种以及传染病原，研发新一代生物危害运输、保藏、使用全生命周期的智能化、数字化应急处置技术与设备；研发安全可靠的个人防护装置、家庭隔离及智能化监护系统等防护产品和设备；研发高效、智能、环境友好的消杀产品和设备。,2021,3,1200,重点项目,自助,自助,安全评估方法，应急处置策略，设备设计,生物安全柜技术，应急处置设备，智能监控系统,国家,印度,3,时利 13733096364,杨想 吴帆 华俊 刘冬梅 王静 ,广州市,机器人,智能制造与高端装备,精密加工与设备,工业,十个方面一,发明专利,已结项
遗传与罕见病诊治新技术研究,未来科技大学,锐意智能系统公司,[],[],研究遗传病、罕见病的辨析策略；围绕遗传病、罕见病早诊早治瓶颈问题，在建立一定规模临床队列、专病样本库基础上，开展快速精准诊治新技术、新方法及个体化诊疗体系研究。,2020,2,1500,主要项目,系统研究,系统研究六,遗传病筛查方法，罕见病诊断策略，治疗方案优化,基因测序技术，生物标志物检测，个性化治疗技术,互联网,互联网三,2,曾凯 15378730303,张凯 ,福州市,医疗,智能制造与高端装备,精密加工与设备,社发,十个方面四,学术论文,已结项
